"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
3.162914958E0,-4.712200928E-1,-4.903802490E-1,8.986562347E0
3.172954958E0,5.911207581E-1,-1.122665405E-1,9.210346985E0
3.182994958E0,7.246430969E-1,7.873626709E-2,9.968370667E0
3.193035958E0,4.851411438E-1,1.631607056E-2,9.888436890E0
3.203075958E0,-4.210743713E-1,-1.731898499E-1,9.287286987E0
3.213115958E0,-8.189469910E-1,-4.775070190E-2,8.963809662E0
3.223155958E0,-6.933581543E-1,-1.781295776E-1,8.591982880E0
3.233196958E0,4.056564331E-2,-7.167095947E-1,9.453591156E0
3.243236958E0,2.612068176E-1,-2.990780640E-1,1.003752686E1
3.253276958E0,8.322692871E-2,-4.939727783E-2,9.870923309E0
3.263317958E0,-1.456471252E-1,-1.466949463E-1,9.477391663E0
3.273357958E0,-2.715353394E-1,-1.757345581E-1,9.027277679E0
3.283397958E0,-5.017565918E-1,-2.625540161E-1,8.973988495E0
3.293437958E0,-1.043330383E-1,-2.769241333E-1,9.455088043E0
3.303478958E0,5.043013000E-1,-2.999761963E-1,9.616602173E0
3.313518958E0,1.092877350E0,-2.454895020E-1,9.355395355E0
3.323558958E0,7.665559387E-1,-1.460961914E-1,9.346713409E0
3.333598958E0,-5.170248413E-1,-3.839515686E-1,9.282646637E0
3.343639958E0,-8.666976929E-1,-3.579057312E-1,9.412426758E0
3.353679958E0,-6.664141846E-1,-2.110610962E-2,9.282047882E0
3.363719958E0,3.366499329E-1,-1.898052979E-1,9.675878906E0
3.373760958E0,3.394940186E-1,-4.183799744E-1,1.013632141E1
3.383800958E0,3.249742126E-1,-1.860630798E-1,9.978998566E0
3.393840958E0,-4.849914551E-2,-3.471281433E-1,9.960287476E0
3.403880958E0,-9.183403015E-1,-3.604504395E-1,1.022254211E1
3.413921958E0,-7.764353943E-1,-2.788700867E-1,9.937983856E0
3.423961958E0,-4.153862000E-1,-3.802093506E-2,1.014500336E1
3.434001958E0,3.614982605E-1,-1.315763855E-1,1.027149033E1
3.444042958E0,5.631289673E-1,-2.106120300E-1,1.023451721E1
3.454099333E0,5.905220032E-1,-3.083587646E-1,9.992021484E0
3.464139333E0,2.189945984E-1,-3.909869385E-1,9.736353149E0
3.474210333E0,-5.760021973E-1,-2.426454163E-1,9.648485870E0
3.484250333E0,-4.791535950E-1,-1.158590698E-1,9.378746796E0
3.494291333E0,6.436614990E-2,-2.724334717E-2,9.126670990E0
3.504331333E0,6.890171814E-1,7.349716187E-2,9.666598206E0
3.514371333E0,1.005159760E0,1.459465027E-1,1.012793884E1
3.524411333E0,5.860313416E-1,-4.475692749E-2,1.053494247E1
3.534452333E0,-3.622467041E-2,-2.883004761E-1,9.910890198E0
3.544492333E0,-3.890409851E-1,-3.129991150E-1,9.456435242E0
3.554532333E0,-4.111949158E-1,-5.194198608E-2,9.300309906E0
3.564573333E0,8.652008057E-2,-1.571731567E-1,1.008901978E1
3.574613333E0,7.000941467E-1,8.008346558E-2,1.059317139E1
3.584653333E0,7.029382324E-1,9.385482788E-2,1.065184937E1
3.594693333E0,3.344046021E-1,-1.588197327E-1,1.034438873E1
3.604734333E0,-2.275268555E-2,-2.739303589E-2,9.808952179E0
3.614774333E0,-4.409829712E-1,-3.427871704E-1,9.530531158E0
3.624814333E0,-4.793032837E-1,-3.818559265E-1,9.689799957E0
3.634855333E0,-1.297801208E-1,-1.643582153E-1,9.791139221E0
3.644895333E0,2.926414490E-1,4.281097412E-2,1.005623795E1
3.654935333E0,7.954458618E-1,1.062789917E-2,1.027343628E1
3.664975333E0,4.248165894E-1,-2.395019531E-2,9.760602722E0
3.675016333E0,-3.378474426E-1,-5.396278381E-1,9.317823486E0
3.685056333E0,-6.673123169E-1,7.948471069E-2,8.535400543E0
3.695096333E0,-2.155517578E-2,-2.966830444E-1,8.870403900E0
3.705136333E0,1.072070618E0,-2.195933533E-1,1.004875351E1
3.715177333E0,3.474275208E-1,-9.520202637E-2,1.013796799E1
3.725217333E0,5.078938293E-1,-3.784130859E-1,1.006102798E1
3.735257333E0,-4.793032837E-1,9.550140381E-2,9.695637817E0
3.745298333E0,-6.818321228E-1,1.408570862E-1,9.062155151E0
3.755338333E0,-5.373825073E-1,-3.926335144E-1,8.970994720E0
3.765378333E0,5.523513794E-1,-5.126838684E-1,9.346563721E0
3.775418333E0,3.457809448E-2,5.927673340E-2,9.929301910E0
3.785459333E0,4.775070190E-2,-2.183958435E-1,1.095257401E1
3.795499333E0,-6.297404480E-1,-2.854563904E-1,1.075737991E1
3.805539333E0,-4.067042542E-1,-1.342707825E-1,9.839638367E0
3.815580333E0,-8.628057861E-1,1.416055298E-1,9.217532043E0
3.825620333E0,-3.691323853E-1,1.905537415E-1,9.004974060E0
3.835660333E0,-4.092489624E-1,-1.227447510E-1,9.641001434E0
3.845700333E0,5.360353088E-1,-3.182382202E-1,9.574389954E0
3.855741333E0,5.649252319E-1,-4.007167053E-1,9.637109528E0
3.865812333E0,-2.342628479E-1,-1.975891113E-2,1.011895752E1
3.875852333E0,-3.246748352E-1,3.805087280E-1,9.361682281E0
3.885892333E0,-6.222560120E-1,-2.374063110E-1,9.119186554E0
3.895932333E0,5.478607178E-2,7.319778442E-2,9.376052399E0
3.905973333E0,5.321434021E-1,6.601272583E-1,8.834179230E0
3.916013333E0,3.204835510E-1,3.667373657E-2,9.783355408E0
3.926053333E0,-1.975891113E-2,-7.424560547E-1,1.020712418E1
3.936094333E0,-2.694396973E-1,-6.209088135E-1,1.000848724E1
3.946134333E0,2.920426941E-1,-2.368075562E-1,9.901160431E0
3.956174333E0,-1.721420288E-2,-9.729766846E-3,9.751621399E0
3.966214333E0,-9.145980835E-2,2.601589966E-1,9.594747620E0
3.976255333E0,-1.053359528E0,2.053729248E-1,9.782307587E0
